sample_id,whisper_word_position,token_piece_position,whisper_token,start_time_wav_s,end_time_wav_s,start_time_source_s,end_time_source_s,duration_s,probability,automatic_flags
-wny0OAz3g8$_$9,12,1,such,2.52,2.68,2.52,2.68,0.16000000000000014,0.9693302512168884,
-wny0OAz3g8$_$9,13,1,different,2.68,3.08,2.68,3.08,0.3999999999999999,0.9928489923477173,
-wny0OAz3g8$_$9,14,1,outcomes,3.08,3.54,3.08,3.54,0.45999999999999996,0.9930858612060547,
-wny0OAz3g8$_$9,15,1,in,3.54,3.8,3.54,3.8,0.2599999999999998,0.8515031337738037,
-wny0OAz3g8$_$9,16,1,terms,3.8,3.92,3.8,3.92,0.1200000000000001,0.9980897307395935,
-wny0OAz3g8$_$9,17,1,of,3.92,4.06,3.92,4.06,0.13999999999999968,0.9974652528762817,
-wny0OAz3g8$_$9,18,1,income,4.06,4.44,4.06,4.44,0.3800000000000008,0.9953792095184326,
-wny0OAz3g8$_$9,19,1,education,4.62,4.98,4.62,4.98,0.3600000000000003,0.9973787069320679,
-wny0OAz3g8$_$9,20,1,and,5.2,5.26,5.2,5.26,0.05999999999999961,0.9986016154289246,
-wny0OAz3g8$_$9,21,1,more,5.26,5.48,5.26,5.48,0.22000000000000064,0.9987319111824036,
-571d8cVauQ$_$0,1,1,This,0.6999999999999995,1.18,0.6999999999999995,1.18,0.4800000000000004,0.7882150411605835,
-571d8cVauQ$_$0,2,1,is,1.18,1.3,1.18,1.3,0.1200000000000001,0.99366295337677,
-571d8cVauQ$_$0,3,1,Rhett,1.3,1.52,1.3,1.52,0.21999999999999997,0.9364156723022461,
-571d8cVauQ$_$0,4,1,Reiger,1.52,1.84,1.52,1.84,0.32000000000000006,0.7492939531803131,
-571d8cVauQ$_$0,5,1,White,2.02,2.12,2.02,2.12,0.10000000000000009,0.868419349193573,
-571d8cVauQ$_$0,6,1,Caspian,2.12,2.56,2.12,2.56,0.43999999999999995,0.9403414328893026,
-571d8cVauQ$_$0,7,1,Studios,2.56,2.9,2.56,2.9,0.33999999999999986,0.9554688930511475,
-571d8cVauQ$_$0,8,1,on,3.14,3.24,3.14,3.24,0.10000000000000009,0.9911631345748901,
-571d8cVauQ$_$0,9,1,behalf,3.24,3.46,3.24,3.46,0.21999999999999975,0.996536135673523,
-571d8cVauQ$_$0,10,1,of,3.46,3.68,3.46,3.68,0.2200000000000002,0.9983727931976318,
-571d8cVauQ$_$0,11,1,Expert,3.68,3.96,3.68,3.96,0.2799999999999998,0.29189786314964294,
-571d8cVauQ$_$0,12,1,Village,3.96,4.38,3.96,4.38,0.41999999999999993,0.9778519868850708,
-571d8cVauQ$_$5,1,1,So,0.0,0.64,0.0,0.64,0.64,0.6125487089157104,
-571d8cVauQ$_$5,2,1,very,0.64,0.94,0.64,0.94,0.29999999999999993,0.6402645111083984,
-571d8cVauQ$_$5,3,1,important,0.94,1.26,0.94,1.26,0.32000000000000006,0.996397078037262,
-571d8cVauQ$_$5,4,1,to,1.26,1.48,1.26,1.48,0.21999999999999997,0.9862936735153198,
-571d8cVauQ$_$5,5,1,go,1.48,1.74,1.48,1.74,0.26,0.9975365400314331,
-571d8cVauQ$_$5,6,1,out,1.74,2.04,1.74,2.04,0.30000000000000004,0.9975797533988953,
-571d8cVauQ$_$5,7,1,to,2.04,2.6,2.04,2.6,0.56,0.976713240146637,
-571d8cVauQ$_$5,8,1,the,2.6,2.74,2.6,2.74,0.14000000000000012,0.9968197345733643,
-571d8cVauQ$_$5,9,1,locations,2.74,3.3,2.74,3.3,0.5599999999999996,0.977202832698822,
-571d8cVauQ$_$5,10,1,walk,3.3,4.0,3.3,4.0,0.7000000000000002,0.9905198812484741,
-571d8cVauQ$_$5,11,1,around,4.0,4.4,4.0,4.4,0.40000000000000036,0.9989538192749023,
-571d8cVauQ$_$5,12,1,talk,4.66,4.9,4.66,4.9,0.2400000000000002,0.9878085851669312,
-571d8cVauQ$_$5,13,1,with,4.9,5.1,4.9,5.1,0.1999999999999993,0.9935478568077087,
-571d8cVauQ$_$5,14,1,the,5.1,5.24,5.1,5.24,0.14000000000000057,0.9947627186775208,
-571d8cVauQ$_$5,15,1,owners,5.24,5.48,5.24,5.48,0.2400000000000002,0.9897395968437195,
-571d8cVauQ$_$5,16,1,if,5.48,5.7,5.48,5.7,0.21999999999999975,0.9597576260566711,
-571d8cVauQ$_$5,17,1,you,5.7,5.86,5.7,5.86,0.16000000000000014,0.9982118606567383,
-571d8cVauQ$_$5,18,1,can,5.86,6.14,5.86,6.14,0.27999999999999936,0.9990297555923462,
-571d8cVauQ$_$5,19,1,tell,6.4,6.62,6.4,6.62,0.21999999999999975,0.9936109185218811,
-571d8cVauQ$_$5,20,1,them,6.62,6.8,6.62,6.8,0.17999999999999972,0.9981708526611328,
-571d8cVauQ$_$5,21,1,what,6.8,6.94,6.8,6.94,0.14000000000000057,0.9975733160972595,
-571d8cVauQ$_$5,22,1,you're,6.94,7.12,6.94,7.12,0.17999999999999972,0.972476065158844,
-571d8cVauQ$_$5,23,1,doing,7.12,7.4,7.12,7.4,0.28000000000000025,0.9988866448402405,
-571d8cVauQ$_$5,24,1,build,7.52,7.86,7.52,7.86,0.34000000000000075,0.9883367419242859,
-571d8cVauQ$_$5,25,1,a,7.86,8.02,7.86,8.02,0.15999999999999925,0.9958796501159668,
-571d8cVauQ$_$5,26,1,little,8.02,8.2,8.02,8.2,0.17999999999999972,0.9994926452636719,
-571d8cVauQ$_$5,27,1,excitement,8.2,8.7,8.2,8.7,0.5,0.9974033236503601,
-571d8cVauQ$_$5,28,1,put,9.12,9.52,9.12,9.52,0.40000000000000036,0.9940181970596313,
-571d8cVauQ$_$5,29,1,a,9.52,9.62,9.52,9.62,0.09999999999999964,0.9939746260643005,
-571d8cVauQ$_$5,30,1,little,9.62,9.8,9.62,9.8,0.1800000000000015,0.9989369511604309,
-571d8cVauQ$_$5,31,1,glitz,9.8,10.1,9.8,10.1,0.29999999999999893,0.9014515280723572,
-571d8cVauQ$_$5,32,1,on,10.1,10.32,10.1,10.32,0.22000000000000064,0.9974595904350281,
-571d8cVauQ$_$5,33,1,there,10.32,10.6,10.32,10.6,0.27999999999999936,0.9940365552902222,
-571d8cVauQ$_$5,34,1,and,10.88,11.36,10.88,11.36,0.47999999999999865,0.9929868578910828,
-571d8cVauQ$_$5,35,1,let,11.36,11.66,11.36,11.66,0.3000000000000007,0.9983898401260376,
-571d8cVauQ$_$5,36,1,everybody,11.66,11.9,11.66,11.9,0.2400000000000002,0.9936447143554688,
-571d8cVauQ$_$5,37,1,know,11.9,12.3,11.9,12.3,0.40000000000000036,0.9993294477462769,
-571d8cVauQ$_$5,38,1,this,12.3,12.86,12.3,12.86,0.5599999999999987,0.7359920144081116,
-571d8cVauQ$_$5,39,1,is,12.86,13.04,12.86,13.04,0.17999999999999972,0.9974237680435181,
-571d8cVauQ$_$5,40,1,a,13.04,13.22,13.04,13.22,0.1800000000000015,0.9989596605300903,
-571d8cVauQ$_$5,41,1,very,13.22,13.54,13.22,13.54,0.3199999999999985,0.9981710910797119,
-571d8cVauQ$_$5,42,1,valuable,13.54,14.04,13.54,14.04,0.5,0.9990547299385071,
-571d8cVauQ$_$5,43,1,spot,14.04,14.48,14.04,14.48,0.4400000000000013,0.9980006814002991,
-571d8cVauQ$_$5,44,1,This,14.68,14.78,14.68,14.78,0.09999999999999964,0.92557293176651,
-571d8cVauQ$_$5,45,1,is,14.78,14.98,14.78,14.98,0.20000000000000107,0.989313542842865,
-571d8cVauQ$_$5,46,1,going,14.98,15.08,14.98,15.08,0.09999999999999964,0.6381784677505493,
-571d8cVauQ$_$5,47,1,to,15.08,15.08,15.08,15.08,0.0,0.44721001386642456,nonpositive_duration
-I_e4mIh0yE$_$1,1,1,In,0.0,0.86,0.0,0.86,0.86,0.7258952260017395,
-I_e4mIh0yE$_$1,2,1,the,0.86,1.0,0.86,1.0,0.14,0.9962630867958069,
-I_e4mIh0yE$_$1,3,1,United,1.0,1.18,1.0,1.18,0.17999999999999994,0.9823633432388306,
-I_e4mIh0yE$_$1,4,1,States,1.18,1.54,1.18,1.54,0.3600000000000001,0.9973884224891663,
-I_e4mIh0yE$_$1,5,1,we,1.54,1.76,1.54,1.76,0.21999999999999997,0.3752249777317047,
-I_e4mIh0yE$_$1,6,1,don't,1.76,2.2,1.76,2.2,0.44000000000000017,0.9862192273139954,
-I_e4mIh0yE$_$1,7,1,punish,2.2,2.54,2.2,2.54,0.33999999999999986,0.9977816939353943,
-I_e4mIh0yE$_$1,8,1,failure,2.54,3.08,2.54,3.08,0.54,0.9942155480384827,
-I_e4mIh0yE$_$1,9,1,to,3.08,3.64,3.08,3.64,0.56,0.5334283113479614,
-I_e4mIh0yE$_$1,10,1,the,3.64,3.76,3.64,3.76,0.11999999999999966,0.9957862496376038,
-I_e4mIh0yE$_$1,11,1,degree,3.76,4.08,3.76,4.08,0.3200000000000003,0.9957179427146912,
-I_e4mIh0yE$_$1,12,1,to,4.08,4.34,4.08,4.34,0.2599999999999998,0.9773387312889099,
-I_e4mIh0yE$_$1,13,1,which,4.34,4.68,4.34,4.68,0.33999999999999986,0.9984311461448669,
-I_e4mIh0yE$_$1,14,1,failure,4.68,5.16,4.68,5.16,0.4800000000000004,0.9907139539718628,
-I_e4mIh0yE$_$1,15,1,is,5.16,5.42,5.16,5.42,0.2599999999999998,0.9918662905693054,
-I_e4mIh0yE$_$1,16,1,punished,5.42,5.74,5.42,5.74,0.3200000000000003,0.9836490154266357,
-I_e4mIh0yE$_$1,17,1,in,5.74,6.42,5.74,6.42,0.6799999999999997,0.9888439178466797,
-I_e4mIh0yE$_$1,18,1,Europe,6.42,6.8,6.42,6.8,0.3799999999999999,0.9941996335983276,
-I_e4mIh0yE$_$3,1,1,It's,0.0,0.84,0.0,0.84,0.84,0.6841390132904053,
-I_e4mIh0yE$_$3,2,1,perceived,0.84,1.32,0.84,1.32,0.4800000000000001,0.9748018980026245,
-I_e4mIh0yE$_$3,3,1,that,1.32,3.18,1.32,3.18,1.86,0.9832661151885986,very_long_duration_review
-I_e4mIh0yE$_$3,4,1,you've,3.18,3.36,3.18,3.36,0.17999999999999972,0.9739894270896912,
-I_e4mIh0yE$_$3,5,1,actually,3.36,3.64,3.36,3.64,0.28000000000000025,0.9833942651748657,
-I_e4mIh0yE$_$3,6,1,learned,3.64,3.96,3.64,3.96,0.31999999999999984,0.7698283195495605,
-I_e4mIh0yE$_$3,7,1,something,3.96,4.66,3.96,4.66,0.7000000000000002,0.9989635944366455,
-I_e4mIh0yE$_$3,8,1,over,4.66,5.58,4.66,5.58,0.9199999999999999,0.9456380009651184,
-I_e4mIh0yE$_$3,9,1,the,5.58,5.72,5.58,5.72,0.13999999999999968,0.9974489808082581,
-I_e4mIh0yE$_$3,10,1,course,5.72,5.86,5.72,5.86,0.14000000000000057,0.9983988404273987,
-I_e4mIh0yE$_$3,11,1,of,5.86,6.06,5.86,6.06,0.1999999999999993,0.9974901676177979,
-I_e4mIh0yE$_$3,12,1,your,6.06,6.16,6.06,6.16,0.10000000000000053,0.9947282671928406,
-I_e4mIh0yE$_$3,13,1,career,6.16,6.42,6.16,6.42,0.2599999999999998,0.9983982443809509,
-I_e4mIh0yE$_$3,14,1,and,6.42,6.54,6.42,6.54,0.1200000000000001,0.7000452876091003,
-I_e4mIh0yE$_$3,15,1,that,6.54,6.66,6.54,6.66,0.1200000000000001,0.965099573135376,
-I_e4mIh0yE$_$3,16,1,you,6.66,6.8,6.66,6.8,0.13999999999999968,0.9985779523849487,
-I_e4mIh0yE$_$3,17,1,won't,6.8,7.04,6.8,7.04,0.2400000000000002,0.9960319995880127,
-I_e4mIh0yE$_$3,18,1,make,7.04,7.44,7.04,7.44,0.40000000000000036,0.9956674575805664,
-I_e4mIh0yE$_$3,19,1,the,7.44,7.62,7.44,7.62,0.17999999999999972,0.9869408011436462,
-I_e4mIh0yE$_$3,20,1,mistake,7.62,7.9,7.62,7.9,0.28000000000000025,0.996600329875946,
-I_e4mIh0yE$_$3,21,1,twice,7.9,8.34,7.9,8.34,0.4399999999999995,0.9983982443809509,
-UacrmKiTn4$_$10,1,1,because,0.0,0.58,0.0,0.58,0.58,0.24995099008083344,
-UacrmKiTn4$_$10,2,1,if,0.58,0.96,0.58,0.96,0.38,0.9639792442321777,
-UacrmKiTn4$_$10,3,1,they,0.96,1.16,0.96,1.16,0.19999999999999996,0.9967955946922302,
-UacrmKiTn4$_$10,4,1,are,1.16,1.3,1.16,1.3,0.14000000000000012,0.9264253377914429,
-UacrmKiTn4$_$10,5,1,not,1.3,1.66,1.3,1.66,0.3599999999999999,0.9977864027023315,
-UacrmKiTn4$_$10,6,1,in,1.66,2.28,1.66,2.28,0.6199999999999999,0.8803662657737732,
-UacrmKiTn4$_$10,7,1,any,2.28,2.58,2.28,2.58,0.30000000000000027,0.9572222828865051,
-UacrmKiTn4$_$10,8,1,way,2.58,2.76,2.58,2.76,0.17999999999999972,0.9968448877334595,
-UacrmKiTn4$_$10,9,1,held,2.76,3.04,2.76,3.04,0.28000000000000025,0.9966070652008057,
-UacrmKiTn4$_$10,10,1,accountable,3.04,3.68,3.04,3.68,0.6400000000000001,0.9982007741928101,
-UacrmKiTn4$_$10,11,1,for,3.68,4.16,3.68,4.16,0.48,0.9964894652366638,
-UacrmKiTn4$_$10,12,1,reading,4.16,4.46,4.16,4.46,0.2999999999999998,0.9970820546150208,
-UacrmKiTn4$_$10,13,1,the,4.46,4.68,4.46,4.68,0.21999999999999975,0.9952496290206909,
-UacrmKiTn4$_$10,14,1,material,4.68,5.16,4.68,5.16,0.4800000000000004,0.998480498790741,
-UacrmKiTn4$_$10,15,1,they,5.74,6.08,5.74,6.08,0.33999999999999986,0.9974414110183716,
-UacrmKiTn4$_$10,16,1,won't,6.08,6.4,6.08,6.4,0.3200000000000003,0.9956451952457428,
-UacrmKiTn4$_$10,17,1,do,6.4,6.52,6.4,6.52,0.11999999999999922,0.9992184638977051,
-UacrmKiTn4$_$10,18,1,it,6.52,6.72,6.52,6.72,0.20000000000000018,0.9994586110115051,
-UacrmKiTn4$_$4,1,1,it,0.0,0.14,0.0,0.14,0.14,0.13008420169353485,
-UacrmKiTn4$_$4,2,1,just,0.44,0.68,0.44,0.68,0.24000000000000005,0.9598283767700195,
-UacrmKiTn4$_$4,3,1,given,0.68,0.94,0.68,0.94,0.2599999999999999,0.8442261219024658,
-UacrmKiTn4$_$4,4,1,to,0.94,1.12,0.94,1.12,0.18000000000000016,0.99528568983078,
-UacrmKiTn4$_$4,5,1,their,1.12,1.26,1.12,1.26,0.1399999999999999,0.9930071830749512,
-UacrmKiTn4$_$4,6,1,own,1.26,1.46,1.26,1.46,0.19999999999999996,0.9875850677490234,
-UacrmKiTn4$_$4,7,1,devices,1.46,1.96,1.46,1.96,0.5,0.9922337532043457,
-UacrmKiTn4$_$4,8,1,They,2.3,2.3,2.3,2.3,0.0,0.9875406622886658,nonpositive_duration
-UacrmKiTn4$_$4,9,1,are,2.3,2.44,2.3,2.44,0.14000000000000012,0.9359033107757568,
-UacrmKiTn4$_$4,10,1,not,2.44,2.66,2.44,2.66,0.2200000000000002,0.9971460700035095,
-UacrmKiTn4$_$4,11,1,going,2.66,2.94,2.66,2.94,0.2799999999999998,0.997877836227417,
-UacrmKiTn4$_$4,12,1,to,2.94,3.16,2.94,3.16,0.2200000000000002,0.9979362487792969,
-UacrmKiTn4$_$4,13,1,read,3.16,3.36,3.16,3.36,0.19999999999999973,0.9965734481811523,
-UacrmKiTn4$_$4,14,1,the,3.36,3.54,3.36,3.54,0.18000000000000016,0.9964634776115417,
-UacrmKiTn4$_$4,15,1,textbook,3.54,4.02,3.54,4.02,0.47999999999999954,0.9441923499107361,
-hnBHBN8p5A$_$7,1,1,the,0.0,0.2,0.0,0.2,0.2,0.5196841359138489,
-hnBHBN8p5A$_$7,2,1,majority,0.2,0.66,0.2,0.66,0.46,0.9975016713142395,
-hnBHBN8p5A$_$7,3,1,of,0.66,1.06,0.66,1.06,0.4,0.9977203011512756,
-hnBHBN8p5A$_$7,4,1,an,1.06,1.16,1.06,1.16,0.09999999999999987,0.9570063948631287,
-hnBHBN8p5A$_$7,5,1,entire,1.16,1.72,1.16,1.72,0.56,0.9986287355422974,
-hnBHBN8p5A$_$7,6,1,nation,1.72,2.36,1.72,2.36,0.6399999999999999,0.982193112373352,
-hnBHBN8p5A$_$7,7,1,to,2.36,3.64,2.36,3.64,1.2800000000000002,0.9279463291168213,
-hnBHBN8p5A$_$7,8,1,believe,3.64,4.06,3.64,4.06,0.4199999999999995,0.9969898462295532,
-hnBHBN8p5A$_$7,9,1,and,4.06,4.3,4.06,4.3,0.2400000000000002,0.8256514668464661,
-hnBHBN8p5A$_$7,10,1,trust,4.3,4.68,4.3,4.68,0.3799999999999999,0.9926846027374268,
-hnBHBN8p5A$_$7,11,1,his,4.68,5.1,4.68,5.1,0.41999999999999993,0.7926614880561829,
-hnBHBN8p5A$_$7,12,1,or,5.1,5.28,5.1,5.28,0.1800000000000006,0.9539708495140076,
-hnBHBN8p5A$_$7,13,1,her,5.28,5.46,5.28,5.46,0.17999999999999972,0.9928440451622009,
-hnBHBN8p5A$_$7,14,1,words,5.46,5.86,5.46,5.86,0.40000000000000036,0.9885250926017761,
-hnBHBN8p5A$_$6,1,1,to,0.0,0.62,0.0,0.62,0.62,0.47845935821533203,
-hnBHBN8p5A$_$6,2,1,follow,0.62,0.92,0.62,0.92,0.30000000000000004,0.9736019372940063,
-hnBHBN8p5A$_$6,3,1,just,0.92,1.2,0.92,1.2,0.2799999999999999,0.9825886487960815,
-hnBHBN8p5A$_$6,4,1,one,1.2,1.68,1.2,1.68,0.48,0.9771006107330322,
-hnBHBN8p5A$_$6,5,1,vision,1.68,2.18,1.68,2.18,0.5000000000000002,0.8142408728599548,
-hnBHBN8p5A$_$6,6,1,Have,3.82,3.92,3.82,3.92,0.10000000000000009,0.9608955979347229,
-hnBHBN8p5A$_$6,7,1,you,3.92,4.04,3.92,4.04,0.1200000000000001,0.9978349804878235,
-hnBHBN8p5A$_$6,8,1,ever,4.04,4.2,4.04,4.2,0.16000000000000014,0.990932822227478,
-hnBHBN8p5A$_$6,9,1,wondered,4.2,4.5,4.2,4.5,0.2999999999999998,0.9931269884109497,
-hnBHBN8p5A$_$6,10,1,how,4.5,4.94,4.5,4.94,0.4400000000000004,0.9895330667495728,
-hnBHBN8p5A$_$6,11,1,a,4.94,5.8,4.94,5.8,0.8599999999999994,0.91824871301651,
-hnBHBN8p5A$_$6,12,1,single,5.8,6.1,5.8,6.1,0.2999999999999998,0.9912925362586975,
-hnBHBN8p5A$_$6,13,1,person,6.1,6.3,6.1,6.3,0.20000000000000018,0.5155385136604309,
-qDkUB0GgYY$_$6,1,1,with,0.0,0.2,0.0,0.2,0.2,0.695853054523468,
-qDkUB0GgYY$_$6,2,1,us,0.2,0.4,0.2,0.4,0.2,0.9938225746154785,
-qDkUB0GgYY$_$6,3,1,We,0.6,0.6,0.6,0.6,0.0,0.9698163866996765,nonpositive_duration
-qDkUB0GgYY$_$6,4,1,always,0.6,0.82,0.6,0.82,0.21999999999999997,0.9876535534858704,
-qDkUB0GgYY$_$6,5,1,love,0.82,1.12,0.82,1.12,0.30000000000000016,0.9885996580123901,
-qDkUB0GgYY$_$6,6,1,to,1.12,1.28,1.12,1.28,0.15999999999999992,0.9980778694152832,
-qDkUB0GgYY$_$6,7,1,hear,1.28,1.4,1.28,1.4,0.11999999999999988,0.9973499774932861,
-qDkUB0GgYY$_$6,8,1,what,1.4,1.54,1.4,1.54,0.14000000000000012,0.9980660080909729,
-qDkUB0GgYY$_$6,9,1,you,1.54,1.66,1.54,1.66,0.11999999999999988,0.9990174770355225,
-qDkUB0GgYY$_$6,10,1,have,1.66,1.76,1.66,1.76,0.10000000000000009,0.9607326984405518,
-qDkUB0GgYY$_$6,11,1,to,1.76,1.88,1.76,1.88,0.11999999999999988,0.9735375642776489,
-qDkUB0GgYY$_$6,12,1,say,1.88,2.2,1.88,2.2,0.3200000000000003,0.9988716244697571,
-qDkUB0GgYY$_$6,13,1,and,2.2,2.68,2.2,2.68,0.48,0.730865478515625,
-qDkUB0GgYY$_$6,14,1,like,2.68,2.86,2.68,2.86,0.17999999999999972,0.9771243929862976,
-qDkUB0GgYY$_$6,15,1,and,2.86,3.0,2.86,3.0,0.14000000000000012,0.9488865733146667,
-qDkUB0GgYY$_$6,16,1,share,3.0,3.14,3.0,3.14,0.14000000000000012,0.9977686405181885,
-qDkUB0GgYY$_$6,17,1,this,3.14,3.32,3.14,3.32,0.17999999999999972,0.9904195666313171,
-qDkUB0GgYY$_$6,18,1,video,3.32,3.5,3.32,3.5,0.18000000000000016,0.9976781010627747,
-qDkUB0GgYY$_$6,19,1,as,3.5,3.68,3.5,3.68,0.18000000000000016,0.9654738306999207,
-qDkUB0GgYY$_$6,20,1,well,3.68,4.06,3.68,4.06,0.37999999999999945,0.9990436434745789,
-qDkUB0GgYY$_$6,21,1,and,4.06,4.48,4.06,4.48,0.4200000000000008,0.31733956933021545,
-uywlfIYOS8$_$4,1,1,And,0.5600000000000005,0.96,0.5600000000000005,0.96,0.39999999999999947,0.08284266293048859,
-uywlfIYOS8$_$4,2,1,then,0.96,1.28,0.96,1.28,0.32000000000000006,0.8529114723205566,
-uywlfIYOS8$_$4,3,1,from,1.28,1.46,1.28,1.46,0.17999999999999994,0.841929018497467,
-uywlfIYOS8$_$4,4,1,a,1.46,1.62,1.46,1.62,0.16000000000000014,0.9922996163368225,
-uywlfIYOS8$_$4,5,1,brand,1.62,2.0,1.62,2.0,0.3799999999999999,0.993636965751648,
-uywlfIYOS8$_$4,6,1,point,2.0,2.24,2.0,2.24,0.2400000000000002,0.9808863997459412,
-uywlfIYOS8$_$4,7,1,of,2.24,2.44,2.24,2.44,0.19999999999999973,0.9921060800552368,
-uywlfIYOS8$_$4,8,1,view,2.44,2.58,2.44,2.58,0.14000000000000012,0.994026780128479,
-uywlfIYOS8$_$4,9,1,we,2.72,2.74,2.72,2.74,0.020000000000000018,0.9931519031524658,
-uywlfIYOS8$_$4,10,1,need,2.74,3.0,2.74,3.0,0.2599999999999998,0.9956263303756714,
-uywlfIYOS8$_$4,11,1,to,3.0,3.14,3.0,3.14,0.14000000000000012,0.9971592426300049,
-uywlfIYOS8$_$4,12,1,make,3.14,3.32,3.14,3.32,0.17999999999999972,0.9966785907745361,
-uywlfIYOS8$_$4,13,1,sure,3.32,3.5,3.32,3.5,0.18000000000000016,0.9978894591331482,
-uywlfIYOS8$_$4,14,1,that,3.5,3.66,3.5,3.66,0.16000000000000014,0.9214649796485901,
-uywlfIYOS8$_$4,15,1,we're,3.66,3.86,3.66,3.86,0.19999999999999973,0.9667292535305023,
-uywlfIYOS8$_$4,16,1,driving,3.86,4.16,3.86,4.16,0.30000000000000027,0.9961316585540771,
-uywlfIYOS8$_$4,17,1,the,4.16,4.32,4.16,4.32,0.16000000000000014,0.9857881665229797,
-uywlfIYOS8$_$4,18,1,relevant,4.32,4.64,4.32,4.64,0.3199999999999994,0.9987959861755371,
-uywlfIYOS8$_$4,19,1,insights,4.64,5.24,4.64,5.24,0.6000000000000005,0.8724075555801392,
-6rXp3zJ3kc$_$8,1,1,aware,0.0,0.26,0.0,0.26,0.26,0.957655131816864,
-6rXp3zJ3kc$_$8,2,1,of,0.26,0.46,0.26,0.46,0.2,0.9950172305107117,
-6rXp3zJ3kc$_$8,3,1,many,0.54,0.66,0.54,0.66,0.12,0.9910609126091003,
-6rXp3zJ3kc$_$8,4,1,people,0.66,0.96,0.66,0.96,0.29999999999999993,0.9931426048278809,
-6rXp3zJ3kc$_$8,5,1,are,0.96,1.16,0.96,1.16,0.19999999999999996,0.9972150325775146,
-6rXp3zJ3kc$_$8,6,1,not,1.16,1.46,1.16,1.46,0.30000000000000004,0.9980999827384949,
-6rXp3zJ3kc$_$8,7,1,until,1.46,1.82,1.46,1.82,0.3600000000000001,0.9168899655342102,
-6rXp3zJ3kc$_$8,8,1,they,1.82,1.98,1.82,1.98,0.15999999999999992,0.9921749234199524,
-6rXp3zJ3kc$_$8,9,1,get,1.98,2.16,1.98,2.16,0.18000000000000016,0.9983398914337158,
-6rXp3zJ3kc$_$8,10,1,to,2.16,2.36,2.16,2.36,0.19999999999999973,0.9958856701850891,
-6rXp3zJ3kc$_$8,11,1,be,2.36,2.54,2.36,2.54,0.18000000000000016,0.8754618167877197,
-6rXp3zJ3kc$_$8,12,1,an,2.54,2.72,2.54,2.72,0.18000000000000016,0.4336017668247223,
-6rXp3zJ3kc$_$8,13,1,older,2.72,3.46,2.72,3.46,0.7399999999999998,0.9942620992660522,
-6rXp3zJ3kc$_$8,14,1,age,3.46,3.88,3.46,3.88,0.41999999999999993,0.9991461038589478,
-6rXp3zJ3kc$_$8,15,1,and,3.88,4.1,3.88,4.1,0.21999999999999975,0.6538504362106323,
-6rXp3zJ3kc$_$8,16,1,they,4.1,4.26,4.1,4.26,0.16000000000000014,0.9492259621620178,
-6rXp3zJ3kc$_$8,17,1,realize,4.26,4.68,4.26,4.68,0.41999999999999993,0.9762977361679077,
-6rXp3zJ3kc$_$8,18,1,that,4.68,5.02,4.68,5.02,0.33999999999999986,0.9048036932945251,
-6rXp3zJ3kc$_$8,19,1,gosh,5.02,5.32,5.02,5.32,0.3000000000000007,0.944253146648407,
-6rXp3zJ3kc$_$8,20,1,they've,5.42,5.94,5.42,5.94,0.5200000000000005,0.960504561662674,
-6rXp3zJ3kc$_$8,21,1,wasted,5.94,6.18,5.94,6.18,0.23999999999999932,0.9610874652862549,
-6rXp3zJ3kc$_$8,22,1,a,6.18,6.38,6.18,6.38,0.20000000000000018,0.9979972243309021,
-6rXp3zJ3kc$_$8,23,1,lot,6.38,6.56,6.38,6.56,0.17999999999999972,0.998544454574585,
-6rXp3zJ3kc$_$8,24,1,of,6.56,6.68,6.56,6.68,0.1200000000000001,0.9959244728088379,
-6rXp3zJ3kc$_$8,25,1,time,6.68,7.02,6.68,7.02,0.33999999999999986,0.998755931854248,
-6rXp3zJ3kc$_$8,26,1,and,7.02,7.26,7.02,7.26,0.2400000000000002,0.9945586323738098,
-6rXp3zJ3kc$_$8,27,1,money,7.26,7.58,7.26,7.58,0.3200000000000003,0.9990027546882629,
-6rXp3zJ3kc$_$8,28,1,in,7.58,8.74,7.58,8.74,1.1600000000000001,0.9556717872619629,
-6rXp3zJ3kc$_$8,29,1,placing,8.74,9.54,8.74,9.54,0.7999999999999989,0.9922345876693726,
-6rXp3zJ3kc$_$8,30,1,bets,9.54,9.86,9.54,9.86,0.3200000000000003,0.9779345393180847,
-6rXp3zJ3kc$_$8,31,1,on,9.86,10.08,9.86,10.08,0.22000000000000064,0.9986037611961365,
-6rXp3zJ3kc$_$8,32,1,stock,10.08,10.4,10.08,10.4,0.3200000000000003,0.8971850872039795,
-6rXp3zJ3kc$_$8,33,1,that's,10.4,10.76,10.4,10.76,0.35999999999999943,0.964058130979538,
-6rXp3zJ3kc$_$8,34,1,ultimately,10.76,11.16,10.76,11.16,0.40000000000000036,0.9980954527854919,
-6rXp3zJ3kc$_$8,35,1,lost,11.16,11.66,11.16,11.66,0.5,0.9961568713188171,
-6rXp3zJ3kc$_$8,36,1,value,11.66,12.16,11.66,12.16,0.5,0.9972015619277954,
-9y-fZ3swSY$_$0,1,1,you,0.0,0.22,0.0,0.22,0.22,0.13792508840560913,
-9y-fZ3swSY$_$0,2,1,can,0.22,0.36,0.22,0.36,0.13999999999999999,0.7259125709533691,
-9y-fZ3swSY$_$0,3,1,say,0.36,0.62,0.36,0.62,0.26,0.9470964074134827,
